"";"Country";"Brand";"Month";"Gross.Sales";"Net.Sales";"Volume";"Mgmt_Sales";"Total_expenses";"Expense_A240";"Expense_B240";"Expense_C240";"Expense_D240";"Expense_Q240"
"2481";"France";"GALVUS";2014-05-01;4795967,45;3212955,94000001;402688500;3326500;2441400;2091000;229000;0;14600;106800
"2482";"France";"GALVUS";2014-06-01;5060698,31;3354647,8;423985500;3466900;2198500;1800400;328800;0;14900;54400
"2483";"France";"GALVUS";2014-07-01;5671897,72;3864178,16000001;476094000;3827300;2493900;2096200;280900;0;12600;104200
"2484";"France";"GALVUS";2014-08-01;4858493,22;3337702,06000001;407892000;3287200;1986200;1757500;129200;0;17900;81599,9999999999
"2485";"France";"GALVUS";2014-09-01;5662268,93;3960067,46000001;475089000;3650600;2056500;1605700;354500;0;17500;78800,0000000001
"2486";"France";"GALVUS";2014-10-01;5742266,17;3956807,10000001;481915500;3959100;2414100;2082100;249600;0;14000;68400
"2487";"France";"GALVUS";2014-11-01;5008540,42;3173922,64;420702000;3311400;705900,000000001;418900,000000001;183400;0;12400;91200
"2488";"France";"GALVUS";2014-12-01;5610206,2;3842575,07;470805000;3886700;3114100;2421400;605800;0;9499,99999999999;77399,9999999999
"2489";"France";"GALVUS";2015-01-01;5826609,23;3999016,93;489168000;3903900;2140500;1965600;51600;0;10300;113000
"2490";"France";"GALVUS";2015-02-01;5313656,12;3658990,82000001;446095500;3595800;2161300;1892800;169300;0;11400;87800
"2491";"France";"GALVUS";2015-03-01;4823811,65;3016980,27;419235000;3390100;1984200;1423000;447500;0;13900;99800
"2492";"France";"GALVUS";2015-04-01;5949387,6;4929812,33;555600000;4614000;2161900;1810400;245800;0;9600;96100
"2493";"France";"GALVUS";2015-05-01;5013609,12;3616072,08;468078000;3662900;2523900;2327900;94599,9999999999;0;8299,99999999999;93100
"2494";"France";"GALVUS";2015-06-01;5010153,92;3788840,21;465958500;4019000;2314300;2002000;223700;0;7200;81400
"2495";"France";"GALVUS";2015-07-01;6100402,09;4566701,55;569829000;4181100;2247800;1924900;221500;0;5200;96199,9999999999
"2496";"France";"GALVUS";2015-08-01;4580136,07;3475821,81;426724500;3434700;1982800;1776700;111500;0;6200;88400
"2497";"France";"GALVUS";2015-09-01;5055120,84;3780171,47;472026000;3816800;1922900;1582800;241300;0;4800;94000
"2498";"France";"GALVUS";2015-10-01;5540426,7;4491032,76999999;536205000;4183400;2123900;1749000;155200;0;24100;195600
"2499";"France";"GALVUS";2015-11-01;4753273,69;3753408,51999999;472714500;3747000;2174600;1861600;186400;0;10900;115700
"2500";"France";"GALVUS";2015-12-01;5121307,89;4100800,51999998;511155000;4181400;2189400;1935800;157500;0;18400;77700
"2501";"France";"GALVUS";2016-01-01;5013918,26;3744763,67999999;500827500;3710600;1738500;1646900;61300;0;18000;12300
"2502";"France";"GALVUS";2016-02-01;4854516,51;3467643,84999999;484473000;3406600;1575700;1403500;136600;0;21400;14200
"2503";"France";"GALVUS";2016-03-01;5170236,32;3872174,05999999;518592000;3973400;1616800;1367700;215400;0;9000;24700
"2504";"France";"GALVUS";2016-04-01;4984110,71;3543465,43999999;487219500;3552200;1398200;1294100;81300;0;10600;12200
"2505";"France";"GALVUS";2016-05-01;4833169,65;3489091,53999999;486771000;3749500;1380600;1206800;124000;0;20400;29400
"2506";"France";"GALVUS";2016-06-01;5185667,1;4316247,73000001;574404000;3995400;1608300;1394600;167200;0;10900;35600
"2507";"France";"GALVUS";2016-07-01;4529495,7;3676386,63;502405500;3807100;1051900;951800;63699,9999999999;0;19500;16900
"2508";"France";"GALVUS";2016-08-01;4774606,8;3910450,61;529656000;3569800;1170800;1115000;25900;0;14200;15700
"2509";"France";"GALVUS";2016-09-01;4637103;3750959,54999999;512476500;3547400;809100;714300;68000;0;14200;12600
"2510";"France";"GALVUS";2016-10-01;4598496,9;3791407,47999998;510564000;3711400;1005600;1012800;15300,0000000001;0;-21200;-1299,99999999998
"2511";"France";"GALVUS";2016-11-01;4899595,5;4029555,34999999;543720000;3857500;1064300;969700;53599,9999999999;0;21800;19200
"2512";"France";"GALVUS";2016-12-01;4309934,4;3457900,91;477343500;3677800;1346200;1094600;182000;0;35900;33700
"2513";"France";"GALVUS";2017-01-01;4537334,68000001;3853781,08999999;551701500;3665800;929700;826700;47000;0;41700;14300
"2514";"France";"GALVUS";2017-02-01;3951785,82;3293679,63;481551000;3165400;843000;746200;41200;0;35400;20200
"2515";"France";"GALVUS";2017-03-01;4564483,26;3726539,77;544809000;3577800;1149200;879100;217400;0;24800;27900
"2516";"France";"GALVUS";2017-04-01;4191829,34000001;3592131,68;510639000;3507600;925300;850000;28400;0;31700;15200
"2517";"France";"GALVUS";2017-05-01;3774009,82;3024103,66;453745500;3464500;843700;749400;37700;0;37700;18900
"2518";"France";"GALVUS";2017-06-01;4934103,99999999;4121817,26;600873000;3794200;1154800;868600;223000;0;36300;26900
"2519";"France";"GALVUS";2017-07-01;4998934,02000001;4334519,46;608718000;3807600;705700;766900;-99900;0;22200;16500
"2520";"France";"GALVUS";2017-08-01;4207014,92;3521068,43;512442000;3348300;804200;606200;127200;0;57000;13800
"2521";"France";"GALVUS";2017-09-01;4063525,58;3491647,45000001;494698500;3429100;862700;724600;88999,9999999999;0;33000;16100
"2522";"France";"GALVUS";2017-10-01;4339476,9;3602629,08;525777000;3570900;887500;795500;45200,0000000001;0;28200;18600
"2523";"France";"GALVUS";2017-11-01;4196566,48;3486898,04;510232500;3459400;1064900;1002800;31800;0;5800;24500
"2524";"France";"GALVUS";2017-12-01;4428009,02;3746560,93;539164500;3584900;865500;578300;210400;0;34800;42000
"2525";"France";"GALVUS";2018-01-01;4797189,42;4095964,65;584629500;3841924,7;863700;784200;20100;0;46500;12900
"2526";"France";"GALVUS";2018-02-01;3825266,38000001;3176925,8;465133500;3192669,008;678700;596200;33900;0;33800;14800
"2527";"France";"GALVUS";2018-03-01;4797089,38000001;4084775,39;585294000;3824744,408;687700;452600;188300;0;29300;17500
"2528";"France";"GALVUS";2018-04-01;4330144,48;3592840,09;525429000;3515343,278;622100;540400;31300;0;36300;14100
"2529";"France";"GALVUS";2018-05-01;4203413,48;3509528,88;511890000;3677243,13;618000;531400;52800;0;17500;16300
"2530";"France";"GALVUS";2018-06-01;4457605,28;3680226,47;537835500;3634081,862;408900;236300;113900;0;37800;20900
"2531";"France";"GALVUS";2018-07-01;4641659,20000001;3876748,31;565537500;3776677,182;620300;537500;36400;0;28400;18000
"2532";"France";"GALVUS";2018-08-01;4242404,48;3541446,08;516364500;3395128,319;634700;487100;97399,9999999999;0;36000;14200
"2533";"France";"GALVUS";2018-09-01;4227061,46;3619860,77;518329500;3366006,228;821200;566800;197900;0;31500;25000
"2534";"France";"GALVUS";2018-10-01;4875736,4;4068875,4;593535000;3809420,59;100200;6600;67400,0000000001;0;26200;0
"2535";"France";"GALVUS";2018-11-01;4476306,2;3740192,49;544500000;3627962,084;80599,9999999999;5700;48599,9999999999;0;26300;0
"2536";"France";"GALVUS";2018-12-01;4433691,62000001;3748280,66;546981000;3572167,484;98100,0000000001;5100;44900,0000000001;0;48100;0
"2537";"France";"GALVUS";2019-01-01;4717409,16000001;3952565,25;563641500;3785900;-3200;0;-3200;0;0;0
"2538";"France";"GALVUS";2019-02-01;4228862,18;3562790,48;514942500;3312908,703;9400;0;9400;0;0;0
"2539";"France";"GALVUS";2019-03-01;4293046,04;3585969,25000001;523192500;3578969,799;9900;0;9900;0;0;0
"2540";"France";"GALVUS";2019-04-01;4538263,76;3796164,21000001;552612000;3782960,875;-17200;0;-17200;0;0;0
"2541";"France";"GALVUS";2019-05-01;NA;NA;NA;NA;0;0;0;0;0;0
"2542";"France";"GALVUS";2019-06-01;NA;NA;NA;NA;0;0;0;0;0;0
"2543";"France";"GALVUS";2019-07-01;NA;NA;NA;NA;0;0;0;0;0;0
"2544";"France";"GALVUS";2019-08-01;NA;NA;NA;NA;0;0;0;0;0;0
"2545";"France";"GALVUS";2019-09-01;NA;NA;NA;NA;0;0;0;0;0;0
"2546";"France";"GALVUS";2019-10-01;NA;NA;NA;NA;0;0;0;0;0;0
"2547";"France";"GALVUS";2019-11-01;NA;NA;NA;NA;0;0;0;0;0;0
"2548";"France";"GALVUS";2019-12-01;NA;NA;NA;NA;-9900;0;-9900;0;0;0
"2549";"France";"GALVUS";2020-01-01;NA;NA;NA;NA;157644,785032258;0;157644,785032258;0;0;0
"2550";"France";"GALVUS";2020-02-01;NA;NA;NA;NA;-463081,556032258;0;-463081,556032258;0;0;0
"2551";"France";"GALVUS";2020-03-01;NA;NA;NA;NA;-487713,553693548;0;-487713,553693548;0;0;0
"2552";"France";"GALVUS";2020-04-01;NA;NA;NA;NA;0;0;0;0;0;0
"2553";"France";"GALVUS";2020-05-01;NA;NA;NA;NA;0;0;0;0;0;0
"2554";"France";"GALVUS";2020-06-01;NA;NA;NA;NA;0;0;0;0;0;0
"2555";"France";"GALVUS";2020-07-01;NA;NA;NA;NA;0;0;0;0;0;0
"2556";"France";"GALVUS";2020-08-01;NA;NA;NA;NA;0;0;0;0;0;0
"2557";"France";"GALVUS";2020-09-01;NA;NA;NA;NA;0;0;0;0;0;0
"2558";"France";"GALVUS";2020-10-01;NA;NA;NA;NA;0;0;0;0;0;0
"2559";"France";"GALVUS";2020-11-01;NA;NA;NA;NA;0;0;0;0;0;0
"2560";"France";"GALVUS";2020-12-01;NA;NA;NA;NA;487713,553693548;0;487713,553693548;0;0;0
"2561";"France";"GALVUS";2021-01-01;NA;NA;NA;NA;247118,782967742;0;247118,782967742;0;0;0
"2562";"France";"GALVUS";2021-02-01;NA;NA;NA;NA;-725911,424967742;0;-725911,424967742;0;0;0
"2563";"France";"GALVUS";2021-03-01;NA;NA;NA;NA;-764523,734806452;0;-764523,734806452;0;0;0
"2564";"France";"GALVUS";2021-04-01;NA;NA;NA;NA;0;0;0;0;0;0
"2565";"France";"GALVUS";2021-05-01;NA;NA;NA;NA;0;0;0;0;0;0
"2566";"France";"GALVUS";2021-06-01;NA;NA;NA;NA;0;0;0;0;0;0
"2567";"France";"GALVUS";2021-07-01;NA;NA;NA;NA;0;0;0;0;0;0
"2568";"France";"GALVUS";2021-08-01;NA;NA;NA;NA;0;0;0;0;0;0
"2569";"France";"GALVUS";2021-09-01;NA;NA;NA;NA;0;0;0;0;0;0
"2570";"France";"GALVUS";2021-10-01;NA;NA;NA;NA;0;0;0;0;0;0
"2571";"France";"GALVUS";2021-11-01;NA;NA;NA;NA;0;0;0;0;0;0
"2572";"France";"GALVUS";2021-12-01;NA;NA;NA;NA;764523,734806452;0;764523,734806452;0;0;0
"2573";"France";"GALVUS";2022-01-01;NA;NA;NA;NA;247118,782967742;0;247118,782967742;0;0;0
"2574";"France";"GALVUS";2022-02-01;NA;NA;NA;NA;-725911,424967742;0;-725911,424967742;0;0;0
"2575";"France";"GALVUS";2022-03-01;NA;NA;NA;NA;-764523,734806452;0;-764523,734806452;0;0;0
"2576";"France";"GALVUS";2022-04-01;NA;NA;NA;NA;0;0;0;0;0;0
"2577";"France";"GALVUS";2022-05-01;NA;NA;NA;NA;0;0;0;0;0;0
"2578";"France";"GALVUS";2022-06-01;NA;NA;NA;NA;0;0;0;0;0;0
"2579";"France";"GALVUS";2022-07-01;NA;NA;NA;NA;0;0;0;0;0;0
"2580";"France";"GALVUS";2022-08-01;NA;NA;NA;NA;0;0;0;0;0;0
"2581";"France";"GALVUS";2022-09-01;NA;NA;NA;NA;0;0;0;0;0;0
"2582";"France";"GALVUS";2022-10-01;NA;NA;NA;NA;0;0;0;0;0;0
"2583";"France";"GALVUS";2022-11-01;NA;NA;NA;NA;0;0;0;0;0;0
"2584";"France";"GALVUS";2022-12-01;NA;NA;NA;NA;764523,734806452;0;764523,734806452;0;0;0
"2585";"France";"GILENYA";2012-01-01;948196,65;918742,82;7605,5;1052000;818000;427000;250000;0;2000;139000
"2586";"France";"GILENYA";2012-02-01;1295122,39;1263375,16;10419,5;1264000;764000;423000;254000;0;3000;84000
"2587";"France";"GILENYA";2012-03-01;2243420,28;2185609,96;18032;1794000;757000;363000;285000;0;37000;72000
"2588";"France";"GILENYA";2012-04-01;2578067,7;2513181,66;20727;2173000;1722000;424000;1229000;0;13000;56000
"2589";"France";"GILENYA";2012-05-01;2655453;2587151,02;21350;2606000;1108000;397000;578000;0;23000;110000
"2590";"France";"GILENYA";2012-06-01;3247147,75;3126790,05;25805,5;2763000;1200000;562000;527000;0;15000;96000
"2591";"France";"GILENYA";2012-07-01;4118056;4014299,28;33124;3483000;830000;430000;284000;0;21000;95000
"2592";"France";"GILENYA";2012-08-01;3233777,5;3153304,21;26033;3325000;622000;379000;166000;0;19000;58000
"2593";"France";"GILENYA";2012-09-01;3479304,25;3367902,42;27797;3416000;1043000;407000;528000;0;22000;86000
"2594";"France";"GILENYA";2012-10-01;4155775,25;4038613,49;33341;3710000;968000;460000;378000;0;20000;110000
"2595";"France";"GILENYA";2012-11-01;4755295,5;4648997,87;38370,5;4652000;775000;377000;261000;0;24000;113000
"2596";"France";"GILENYA";2012-12-01;4586612,5;4454144,87;36757;4493000;1859000;589000;1132000;0;25000;113000
"2597";"France";"GILENYA";2013-01-01;5425245,25;5272189,82;43508,5;4989000;884000;518000;252000;0;22000;92000
"2598";"France";"GILENYA";2013-02-01;5381770,25;4805001,47000001;43312,5;4531000;639000;434000;91000;0;18000;96000
"2599";"France";"GILENYA";2013-03-01;5628708,25;5273506,25000001;45283;5217000;987000;461000;408000;0;23000;95000
"2600";"France";"GILENYA";2013-04-01;6842095,5;6432064,38000001;54999;5918000;1387000;425000;856000;0;16000;90000
"2601";"France";"GILENYA";2013-05-01;6942957,5;6481409,94000004;55825;6108000;927000;400000;390000;0;26000;111000
"2602";"France";"GILENYA";2013-06-01;6452124,75;5687475,59000001;51800;5812200;1131000;445000;509000;0;20000;157000
"2603";"France";"GILENYA";2013-07-01;8530664,5;7988887,58000004;68621;7617600;843000;489000;227000;0;27000;100000
"2604";"France";"GILENYA";2013-08-01;6754276;6060344,28000002;53900;6121399,99999999;658800;464100;80000;0;24700;90000
"2605";"France";"GILENYA";2013-09-01;7544651,5;7091739,37000002;60749,5;6973000;865600;383800;335900;0;25600;120300
"2606";"France";"GILENYA";2013-10-01;8700651,75;8036464,63000003;69933,5;7680500;1334600;643000;543100;0;30000;118500
"2607";"France";"GILENYA";2013-11-01;8273292,5;7676230,79999998;66668;7163200;970300;598500;201700;0;28600;141500
"2608";"France";"GILENYA";2013-12-01;8825859,75;8213313,71999999;71022;8177200,00000001;1434100;699800;555600;0;30500;148200
"2609";"France";"GILENYA";2014-01-01;9421902;7687816,39000001;75754;7185200;955000;682500;135700;0;18600;118200
"2610";"France";"GILENYA";2014-02-01;8014616,25;6566402,19;64519;6880100;856300;537300;193200;0;19800;106000
"2611";"France";"GILENYA";2014-03-01;8990195,25;7371562,22999999;71830,5;7562300;920300;608100;154700;0;26400;131100
"2612";"France";"GILENYA";2014-04-01;10883966,25;9120737,68999999;87454,5;8195300;1368200;584100;658100;0;10300;115700
"2613";"France";"GILENYA";2014-05-01;9787092;8596374,24999999;78666;8455800;1318900;610200;556300;0;19200;133200
"2614";"France";"GILENYA";2014-06-01;10087939;8365578,86999999;81116;8367200;1345500;573000;662500;0;18700;91300
"2615";"France";"GILENYA";2014-07-01;12172565,25;10192838,85;97940,5;9577200;1098900;610400,000000001;333000;0;16800;138700
"2616";"France";"GILENYA";2014-08-01;9190615;7713426,48999999;73878;7851799,99999999;800199,999999999;570299,999999999;135600;0;20500;73800
"2617";"France";"GILENYA";2014-09-01;10714413,75;9016518,41;86425,5;8699600;1139100;468100;567800;0;20800;82400
"2618";"France";"GILENYA";2014-10-01;11642605;9753085,68000001;93562;9605000;1081200;631800;303300;0;18100;128000
"2619";"France";"GILENYA";2014-11-01;10768640,22;9138249,97000001;86583;8724200;658500;212000;303900;0;18300;124300
"2620";"France";"GILENYA";2014-12-01;12188216,25;10938655,92;98119;10832400;1283800;523300;617300;0;16500;126700
"2621";"France";"GILENYA";2015-01-01;11490442,5;8418555,38999998;92379;8335300;1105100;818200;98900;0;36100;151900
"2622";"France";"GILENYA";2015-02-01;11213941,5;8582972,81000002;90237;8319200;1216100;799500;216400;0;37800;162400
"2623";"France";"GILENYA";2015-03-01;11404796,75;8641966,06000003;91241,5;9289800;1039000;685800;147900;0;48000;157300
"2624";"France";"GILENYA";2015-04-01;13640746,06;10751654,65;109970;9689500;2322500;1162600;979100;0;34700;146100
"2625";"France";"GILENYA";2015-05-01;11298283;8616638,48000003;90821,5;8923000,00000001;1526600;1159400;191600;0;31900;143700
"2626";"France";"GILENYA";2015-06-01;10772235,5;7746847,69000003;84609;9547599,99999999;1639000;941900;535100;0;38000;124000
"2627";"France";"GILENYA";2015-07-01;16906183,37;13574461,5400001;135978,5;11148700;1161300;907900,000000001;122200;0;12800;118400
"2628";"France";"GILENYA";2015-08-01;10408954,16;7696540,05000003;84164,5;8378300,00000001;1043500;786599,999999999;121200;0;22000;113700
"2629";"France";"GILENYA";2015-09-01;12314323,81;10192229,47;98577,5;10358800;1120700;697300;279400;0;15500;128500
"2630";"France";"GILENYA";2015-10-01;12724293,06;9169453,34000005;102266,5;9068300;1412900;812800;387900;0;81600;130600
"2631";"France";"GILENYA";2015-11-01;12579956,06;9199266,54000004;101360;8878200;1312100;867000;229700;0;36800;178600
"2632";"France";"GILENYA";2015-12-01;13744246,62;10658034,03;110439;10405600;1591700;848000;533300;0;63800;146600
"2633";"France";"GILENYA";2016-01-01;11216653,97;9365595,51999998;99456;9453900;1056900;852100;60100;0;28800;115900
"2634";"France";"GILENYA";2016-02-01;11274824,05;9266905,76000001;97618,5;9707100;1167000;761300;278700;0;35400;91600
"2635";"France";"GILENYA";2016-03-01;12139512,24;10953185,04;108601,5;11118500;787700;677800;-21100;0;15500;115500
"2636";"France";"GILENYA";2016-04-01;11990044,82;10023090,09;106396,5;9821800;1763400;839800;798800;0;18300;106500
"2637";"France";"GILENYA";2016-05-01;12334179,4;10305117,87;110141,5;10211400;1139400;785600;362700;0;36400;-45300
"2638";"France";"GILENYA";2016-06-01;12362929,92;10359862,29;110582,5;10313100;1155300;732500;256300;0;19800;146700
"2639";"France";"GILENYA";2016-07-01;12127211,44;10049712,65;108419,5;10291400;1094600;738599,999999999;183700;0;36800;135500
"2640";"France";"GILENYA";2016-08-01;11745684,36;10459228,77;105336;10740600;934200;659800;144600;0;27700;102100
"2641";"France";"GILENYA";2016-09-01;12087472,2;10107147,16;108171;10050400;1178200;646100;408600;0;27800;95700
"2642";"France";"GILENYA";2016-10-01;12264345,24;10178704,11;109648;10297600;1163500;869500;213500;0;-42200;122700
"2643";"France";"GILENYA";2016-11-01;12993102,96;10895598,81;116245,5;10433700;1278800;903500;170300;0;54800;150200
"2644";"France";"GILENYA";2016-12-01;13531480,66;11463328,74;121012,5;10658700;1559600;752299,999999999;600100;0;71400;135800
"2645";"France";"GILENYA";2017-01-01;11076042,84;9054799,24000002;99057;10575100;1052600;814600;89400;0;42200;106400
"2646";"France";"GILENYA";2017-02-01;11388280,36;9534659,99000001;101836;9933000;954000;705000;99300;0;37700;112000
"2647";"France";"GILENYA";2017-03-01;13668035,86;11424680,77;121978,5;11119800;1403100;622300;656700;0;26700;97400
"2648";"France";"GILENYA";2017-04-01;12939581,58;10896133,47;115622,5;10585900;1077600;757500;176800;0;34600;108700
"2649";"France";"GILENYA";2017-05-01;13822385,46;11561285,92;123571;11184400;1001100;677000;164200;0;42100;117800
"2650";"France";"GILENYA";2017-06-01;13248589,18;11103095,56;118429,5;11288200;1383800;818200;394100;0;40900;130600
"2651";"France";"GILENYA";2017-07-01;14753840,72;12362533;131950;11929900;1183600;742500;287900;0;37500;115700
"2652";"France";"GILENYA";2017-08-01;12638778,6;10656196,38;113025,5;10987000;914999,999999999;626599,999999999;139600;0;58700;90100
"2653";"France";"GILENYA";2017-09-01;12861210,08;10961609,59;114905;11100400;1125400;654400,000000001;312300;0;43600;115100
"2654";"France";"GILENYA";2017-10-01;13695816,46;11385808,19;122447,5;11724500;1152000;748000;251700;0;39600;112700
"2655";"France";"GILENYA";2017-11-01;13997098,12;11739044,68;125314;11314000;1414400;912400;370800;0;8699,99999999999;122500
"2656";"France";"GILENYA";2017-12-01;13818302,16;10118927,16;123931,5;10012300;1236900;550299,999999999;486600;0;54100;145900
"2657";"France";"GILENYA";2018-01-01;14533806,74;12143763,32;129500;12188399,864;1007600;739100;73700;0;50600;144200
"2658";"France";"GILENYA";2018-02-01;13181885,2;10788162,83;117838;10665645,74;859200;615200;81400;0;36700;125900
"2659";"France";"GILENYA";2018-03-01;14437861,58;11999820,71;129160,5;12310209,379;1005100;678800;150100;0;31800;144400
"2660";"France";"GILENYA";2018-04-01;15308668,88;12652128,71;136832,5;11643567,283;1493700;824800;606700;0;39500;22700
"2661";"France";"GILENYA";2018-05-01;14216620,38;11773819,57;127158,5;12289083,992;1032300;585100;315400;0;19000;112800
"2662";"France";"GILENYA";2018-06-01;13268731,82;10800723,49;118699;11995616,694;798400;356700;288000;0;41100;112600
"2663";"France";"GILENYA";2018-07-01;16030367,2;13265241,98;143374;13231773,434;944100;610200;207600;0;30800;95500
"2664";"France";"GILENYA";2018-08-01;13516816,46;11050781,66;120624;11728495,591;815600,000000001;616700,000000001;64800;0;39200;94900
"2665";"France";"GILENYA";2018-09-01;14190575,4;11740039,13;126738,5;11513010,585;1237800;756099,999999999;324600;0;34300;122800
"2666";"France";"GILENYA";2018-10-01;13951302,78;11421451,96;124768;13098578,144;1143400;772200;190800;0;28400;152000
"2667";"France";"GILENYA";2018-11-01;15925305,58;15323728,42;166789;12140320,936;1025900;661600;176100;0;28500;159700
"2668";"France";"GILENYA";2018-12-01;15077626,14;14504923,7;156275;12534335,661;1792000;1071200;505900;0;52400;162500
"2669";"France";"GILENYA";2019-01-01;13809807,71;13449384,87;144739;13195700;918700;747800;31200;0;48900;90800
"2670";"France";"GILENYA";2019-02-01;12444651,02;12105883,56;130739;11692017,099;586900;393700;70500;0;44100;78600
"2671";"France";"GILENYA";2019-03-01;13197062,68;13084912,75;140798;12442539,362;738600;535600;96300;0;47500;59200
"2672";"France";"GILENYA";2019-04-01;13103786,58;12778458,19;137770,5;13351691,736;1092900;617700;373100;0;49300;52800
"2673";"France";"GILENYA";2019-05-01;NA;NA;NA;NA;1031053,471;522625,255;390090,474;0;47525,793;70811,949
"2674";"France";"GILENYA";2019-06-01;NA;NA;NA;NA;1048154,049;590108,946;330788,33;0;46725,793;80530,98
"2675";"France";"GILENYA";2019-07-01;NA;NA;NA;NA;829348,409;495527,564;225283,524;0;41952,46;66584,861
"2676";"France";"GILENYA";2019-08-01;NA;NA;NA;NA;838405,444;513745,913;225750,724;0;42352,46;56556,347
"2677";"France";"GILENYA";2019-09-01;NA;NA;NA;NA;849146,449;532567,915;199589,03;0;41952,46;75037,044
"2678";"France";"GILENYA";2019-10-01;NA;NA;NA;NA;782888,171;531705,105;133309,634;0;42912,46;74960,972
"2679";"France";"GILENYA";2019-11-01;NA;NA;NA;NA;992533,018;532125,042;342015,27;0;43152,46;75240,246
"2680";"France";"GILENYA";2019-12-01;NA;NA;NA;NA;935109,56;622208,592;232261,263;0;16718,253;63921,452
"2681";"France";"GILENYA";2020-01-01;NA;NA;NA;NA;545829,334519197;410732,450561535;28248,0754444401;0;46454,9623181503;60393,8461950719
"2682";"France";"GILENYA";2020-02-01;NA;NA;NA;NA;374245,469074645;216241,462671939;63829,785860033;0;41894,9660169821;52279,25452569
"2683";"France";"GILENYA";2020-03-01;NA;NA;NA;NA;465870,122206463;294180,663975339;87188,7713237046;0;45124,9633969762;39375,7235104434
"2684";"France";"GILENYA";2020-04-01;NA;NA;NA;NA;905374,074635151;327320,065790009;486046,231275639;0;44389,4673435724;47618,3102259309
"2685";"France";"GILENYA";2020-05-01;NA;NA;NA;NA;732485,736331509;287054,228017514;353182,857041968;0;45149,4667271004;47099,1845449259
"2686";"France";"GILENYA";2020-06-01;NA;NA;NA;NA;721564,483452789;324119,943151731;299491,464807063;0;44389,4673435724;53563,608150423
"2687";"France";"GILENYA";2020-07-01;NA;NA;NA;NA;560281,907331104;272170,701634806;203968,781485299;0;39854,8046718549;44287,6195391436
"2688";"France";"GILENYA";2020-08-01;NA;NA;NA;NA;564421,142266299;282177,210233302;204391,778307339;0;40234,8043636189;37617,3493620387
"2689";"France";"GILENYA";2020-09-01;NA;NA;NA;NA;562984,826309917;292515,277906388;180705,319785982;0;39854,8046718549;49909,4239456921
"2690";"France";"GILENYA";2020-10-01;NA;NA;NA;NA;503363,819839762;292041,375705708;120696,814060984;0;40766,8039320886;49858,8261409812
"2691";"France";"GILENYA";2020-11-01;NA;NA;NA;NA;692967,602198631;292272,027956432;309656,190708672;0;40994,803747147;50044,5797863808
"2692";"France";"GILENYA";2020-12-01;NA;NA;NA;NA;610435,583834533;341750,815395296;210286,335898877;0;15882,3274670818;42516,1050732783
"2693";"France";"GILENYA";2021-01-01;NA;NA;NA;NA;330075,732181552;241115,951173253;20130,817729587;0;41599,1963073689;27229,7669713428
"2694";"France";"GILENYA";2021-02-01;NA;NA;NA;NA;233517,05060423;126942,163649251;45487,905446663;0;37515,839614621;23571,1418936954
"2695";"France";"GILENYA";2021-03-01;NA;NA;NA;NA;292991,600133599;172695,511431391;62134,5431845907;0;40408,2172719841;17753,3282456332
"2696";"France";"GILENYA";2021-04-01;NA;NA;NA;NA;599746,759760638;192149,631452667;346377,865961428;0;39749,5999105211;21469,6624360217
"2697";"France";"GILENYA";2021-05-01;NA;NA;NA;NA;481871,376643565;168512,015868533;251693,597119942;0;40430,1593593124;21235,6042957776
"2698";"France";"GILENYA";2021-06-01;NA;NA;NA;NA;467601,608683328;190271,034782877;213430,755714887;0;39749,5999105211;24150,2182750426
"2699";"France";"GILENYA";2021-07-01;NA;NA;NA;NA;360788,790352222;159774,805999498;145357,101253944;0;35688,9288162994;19967,9542824807
"2700";"France";"GILENYA";2021-08-01;NA;NA;NA;NA;364297,30258124;165649,016413969;145658,547345074;0;36029,2085406951;16960,5302815022
"2701";"France";"GILENYA";2021-09-01;NA;NA;NA;NA;358687,988314066;171717,864923216;128778,537940868;0;35688,9288162994;22502,6566336828
"2702";"France";"GILENYA";2021-10-01;NA;NA;NA;NA;316438,953977099;171439,665867544;86013,8443478191;0;36505,600154849;22479,8436068871
"2703";"France";"GILENYA";2021-11-01;NA;NA;NA;NA;451523,015339684;171575,067725244;220674,585291843;0;36709,7679894864;22563,5943331113
"2704";"France";"GILENYA";2021-12-01;NA;NA;NA;NA;383871,749428777;200621,043712557;149859,267663355;0;14222,2063080421;19169,2317448224
"2705";"France";"GILENYA";2022-01-01;NA;NA;NA;NA;330075,732181552;241115,951173253;20130,817729587;0;41599,1963073689;27229,7669713428
"2706";"France";"GILENYA";2022-02-01;NA;NA;NA;NA;233517,05060423;126942,163649251;45487,905446663;0;37515,839614621;23571,1418936954
"2707";"France";"GILENYA";2022-03-01;NA;NA;NA;NA;292991,600133599;172695,511431391;62134,5431845907;0;40408,2172719841;17753,3282456332
"2708";"France";"GILENYA";2022-04-01;NA;NA;NA;NA;599746,759760638;192149,631452667;346377,865961428;0;39749,5999105211;21469,6624360217
"2709";"France";"GILENYA";2022-05-01;NA;NA;NA;NA;481871,376643565;168512,015868533;251693,597119942;0;40430,1593593124;21235,6042957776
"2710";"France";"GILENYA";2022-06-01;NA;NA;NA;NA;467601,608683328;190271,034782877;213430,755714887;0;39749,5999105211;24150,2182750426
"2711";"France";"GILENYA";2022-07-01;NA;NA;NA;NA;360788,790352222;159774,805999498;145357,101253944;0;35688,9288162994;19967,9542824807
